Source database	Release date	Update date	Length	Isolate Lineage source	BioSample accession	Submitter Country	strain	name	region	country	date	host	authors	institution	sra_accession	passage_type	abbr_authors	division	location
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170				KM055529.1	2981A_2011	Asia	China	2011-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170				KM055528.1	2861A_2011	Asia	China	2011-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170				KM055527.1	1649A_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170				KM055526.1	1482A_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170				KM055525.1	1424A_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055524.1	11949_2011	Asia	China	2011-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055523.1	857_2005	Asia	China	2005-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055522.1	8425_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055521.1	8348_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055520.1	8339_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055519.1	748_2005	Asia	China	2005-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055518.1	693A_2008	Asia	China	2008-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055517.1	507A_2008	Asia	China	2008-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055516.1	494A_2008	Asia	China	2008-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055515.1	432A_2007	Asia	China	2007-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055514.1	359A_2007	Asia	China	2007-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055513.1	2961A_2011	Asia	China	2011-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055512.1	2764A_2011	Asia	China	2011-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055511.1	1990A_2010	Asia	China	2010-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055510.1	1829A_2010	Asia	China	2010-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055509.1	1827A_2010	Asia	China	2010-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055508.1	1782A_2010	Asia	China	2010-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055507.1	1781A_2010	Asia	China	2010-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055506.1	1761A_2010	Asia	China	2010-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055505.1	1667A_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055504.1	1658A_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055503.1	1546A_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055502.1	1518A_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2018-08-31T00:00:00Z	2018-08-31T00:00:00Z	1170	oronasopharynx			KM055501.1	1512A_2009	Asia	China	2009-XX-XX	Homo sapiens	Zhang,Y.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences (CAMS) & Peking Union Medical College, Dr. Christophe Merieux Laboratory, Institute of Pathogen Biology			Zhang et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	1059			Thailand	KJ866106.1	CU-CU359/2012	Asia	Thailand	2012-05-22	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	1059			Thailand	KJ866105.1	CU-CU334/2012	Asia	Thailand	2012-02-04	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	1059			Thailand	KJ866104.1	CU-CU331/2012	Asia	Thailand	2012-02-04	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	1059			Thailand	KJ866103.1	CU-B8003/2013	Asia	Thailand	2013-06-12	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	1059			Thailand	KJ866102.1	CU-A54/2013	Asia	Thailand	2013-05-15	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	411			Thailand	KJ866060.1	CU-CU359/2012	Asia	Thailand	2012-05-22	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	411			Thailand	KJ866059.1	CU-CU334/2012	Asia	Thailand	2012-02-04	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	411			Thailand	KJ866058.1	CU-CU331/2012	Asia	Thailand	2012-02-04	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	411			Thailand	KJ866057.1	CU-B8003/2013	Asia	Thailand	2013-06-12	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-11-30T00:00:00Z	2014-11-30T00:00:00Z	411			Thailand	KJ866056.1	CU-A54/2013	Asia	Thailand	2013-05-15	Homo sapiens	Soonnarong,R.,Payungporn,S.,Vichiwattana,P.,Vuthitanachot,C.,Vuthitanachot,V.,Poovorawan,Y.	Center of Excellence in Clinical Virology, Department of Pediatrics			Soonnarong et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796463.1	BA47	Africa	Ghana	2012-03-19	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796462.1	BA60	Africa	Ghana	2011-12-21	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796461.1	BA125	Africa	Ghana	2011-12-19	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796460.1	BA41	Africa	Ghana	2011-12-08	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796459.1	BA70	Africa	Ghana	2011-12-08	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796458.1	BA42	Africa	Ghana	2011-12-08	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796457.1	KA47	Africa	Ghana	2011-12-08	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796456.1	KA48	Africa	Ghana	2012-03-19	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796455.1	KA22	Africa	Ghana	2011-10-24	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796454.1	KA46	Africa	Ghana	2012-03-19	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796453.1	BA106	Africa	Ghana	2011-12-13	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796452.1	BA71	Africa	Ghana	2011-12-08	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796451.1	BA35	Africa	Ghana	2011-12-08	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-08-11T00:00:00Z	2014-08-11T00:00:00Z	502			Ghana	KJ796450.1	BA117	Africa	Ghana	2011-12-13	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	407	oronasopharynx		Ghana	KJ768621.1	KA186	Africa	Ghana	2012-05-11	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	497	oronasopharynx		Ghana	KJ768620.1	KA353	Africa	Ghana	2012-07-18	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	497	oronasopharynx		Ghana	KJ768619.1	KA187	Africa	Ghana	2012-01-04	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	497	oronasopharynx		Ghana	KJ768618.1	KA185	Africa	Ghana	2012-01-04	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	497	oronasopharynx		Ghana	KJ768617.1	KA125	Africa	Ghana	2012-01-04	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	497	oronasopharynx		Ghana	KJ768616.1	FA90	Africa	Ghana	2012-02-17	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	497	oronasopharynx		Ghana	KJ768615.1	FA89	Africa	Ghana	2011-12-13	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	497	oronasopharynx		Ghana	KJ768614.1	BA38	Africa	Ghana	2011-12-07	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	498	oronasopharynx		Ghana	KJ768613.1	BA93	Africa	Ghana	2011-12-14	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2014-07-28T00:00:00Z	2014-08-07T00:00:00Z	497	oronasopharynx		Ghana	KJ768612.1	BA92	Africa	Ghana	2011-12-13	Homo sapiens	Owusu,M.,Annan,A.,Corman,V.M.,Larbi,R.,Anti,P.,Drexler,J.F.,Agbenyega,O.,Adu-Sarkodie,Y.,Drosten,C.,Michael,O.	Kumasi Centre for Collaborative Research in Tropical Medicine, Virology			Owusu et al		
GenBank	2013-08-17T00:00:00Z	2014-09-26T00:00:00Z	27165			USA	KF514433.1	229E/human/USA/933-40/1993	North America	USA	1993-03-11	Homo sapiens	Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute			Town et al		
GenBank	2013-08-17T00:00:00Z	2014-09-26T00:00:00Z	27138			USA	KF514432.1	229E/human/USA/932-72/1993	North America	USA	1993-02-22	Homo sapiens	Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute			Town et al		
GenBank	2013-08-17T00:00:00Z	2014-09-26T00:00:00Z	27117			USA	KF514431.1	229E/human/USA/953-49/1995	North America	USA	1995-03-23	Homo sapiens	Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute			Town et al		
GenBank	2013-08-17T00:00:00Z	2014-09-26T00:00:00Z	27169			USA	KF514430.1	229E/human/USA/933-50/1993	North America	USA	1993-03-18	Homo sapiens	Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute			Town et al		
GenBank	2013-08-17T00:00:00Z	2014-09-26T00:00:00Z	27163			USA	KF514429.1	229E/human/USA/892-11/1989	North America	USA	1989-02-07	Homo sapiens	Town,C.D.,Halpin,R.A.,Ransier,A.,Fedorova,N.,Tsitrin,T.,Stockwell,T.,Amedeo,P.,Appalla,L.,Bishop,B.,Edworthy,P.,Gupta,N.,Hoover,J.,Katzel,D.,Schobel,S.,Shrivastava,S.,Thovarai,V.,Wang,S.,Talbot,H.K.,Wentworth,D.E.,Williams,J.V.	J. Craig Venter Institute			Town et al		
